run_id,condition,order,rounds,convergence,experts,tokens,in_tokens,out_tokens,cost_usd,truncated,agent_turns,red_line_declarations,transcript_chars,agreement,position_move,dqi_justif_level,dqi_justif_content,dqi_respect,dqi_constructive,dqi_individuation,kappa_mean,judge_notes,run_folder
main,main scenario,salience,4,progressing,0,330,0,0,0.0,0,24,24,2108,False,1.5,1.5,1.0,1.0,0.0,1.5,0.6,,data/sensitivity_20260717_213349/main
